name,principal_name,email,website
Global Academy of Technology,"ANANDATHIRTHA GUDI BINDUMADHAVA GUDI, ANIL PRABHAKAR NARAPPANAVAR, Bharat Vinjamuri Head of, Bharat is an esteemed, GANGA HOLI, GAT It is my, HEAT POWER ENGINEERING, Latha Rajagopalan Professor, Latha Rajagopalan View Post, RANA PRATAP REDDY, Rana Pratap Reddy, Shaik Ajmal Hussain Mob, The Insititute Is Principal, Yogesh Singh as the, ess Name of the, ess Of The Institute","admissions@gat.ac.in, info@gat.ac.in, principal@mgit.ac.in, secretary@mist.ac.in",https://www.gat.ac.in
Nitte University College,"Durga Prasad, Nagesh Prabhu, Narasimha Bailkeri, Nitte Shankara Adyanthaya Memorial, ORP and Advanced and, Praveenkumar Shetty, Rekha Bhandarkar, Shetty has made, Shrinivasa Rao, Srinath Shetty, Srinivasa Pai, Subrahmanya Bhat, Venkatesh Kamath, ess Nitte, essional Education, essor in","_deanacademics.nmamit@nitte.edu.in, _nitte@nitte.edu.in, _nmamit@nitte.edu.in, aartis@nitte.edu.in, academic.section@nmit.ac.in, ad@nitte.edu.in, admissions.nmit@nitte.edu.in, ashwinib@nitte.edu.in, coe.nitte@nitte.edu.in, coe.nmamit@nitte.edu.in, coe@nitte.edu.in, coe@nmit.ac.in, counsellor@nmit.ac.in, dean-academics@nmit.ac.in, dean-student-welfare@nmit.ac.in, dean.ir@nmit.ac.in, dean.rd@nmit.ac.in, director.ac@nitte.edu.in, director.iic@nitte.edu.in, dreg@nitte.edu.in, drmuralidhara@nitte.edu.in, drvasanth@nitte.edu.in, durgaprasad@nitte.edu.in, firstyear.director@nmit.ac.in, head-accounts@nmit.ac.in, head.sec.trans.hk@nmit.ac.in, hemanth@nitte.edu.in, hod-library@nmit.ac.in, hr@nitte.edu.in, hr@nmit.ac.in, info@nitte.edu.in, joymartis@nitte.edu.in, krishnaraja@nitte.edu.in, manager.boys.hostel@nmit.ac.in, nkbailkeri@nitte.edu.in, placement@nmit.ac.in, principal@nmit.ac.in, prochancellor@nitte.edu.in, purchase@nitte.edu.in, ramakrishnab@nitte.edu.in, rameshyara.gatti@nitte.edu.in, reg@nitte.edu.in, sa.nu@nitte.edu.in, safety@nitte.edu.in, shettysrinath@nitte.edu.in, srinivasapai@nitte.edu.in, suryanarayana@nitte.edu.in, transport@nitte.edu.in, transport@nmit.ac.in, venkatesh@nitte.edu.in, venugopalaps@nitte.edu.in, viceprincipal.nmamit@nitte.edu.in, vijeeshv@nitte.edu.in, vinuthajayaram@nitte.edu.in, vp.bangalore@nitte.edu.in",https://www.nitte.edu.in
East West College of Engineering,"Corporate Relations, Geetha Nagaraju Associate professor, eam projects of our, ess No, essional with, the Training and Placement","admissions@ewit.edu.in, principal@ewit.edu.in",https://www.ewit.edu
Christ Academy Institute,"Christ Academy Institute of, Davis Panadan Principal, Davis Panadan View Post, at Christ Academy Institute, iven social system that, with his vision and",principal@christcollege.ac.in,https://www.christacademy.ac.in
Miranda House,"Abha Habib Dev, Assistance to Principal Shelly, Bijayalaxmi Nanda Principal Prof, Chanda Sagar, Hena Singh, Human Resources, Rekha Kumari, ess of employees working","abhadev.habib@mirandahouse.ac.in, alka.budhiraja@mirandahouse.ac.in, amit.kumar@mirandahouse.ac.in, balkrishan@mirandahouse.ac.in, bilasini.devi@mirandahouse.ac.in, chanda.sagar@mirandahouse.ac.in, devender.kaushik@mirandahouse.ac.in, divakar.pathak@mirandahouse.ac.in, hena.singh@mirandahouse.ac.in, ira.singh@mirandahouse.ac.in, jagdish.prasad@mirandahouse.ac.in, jitender@mirandahouse.ac.in, jyoti.pandey@mirandahouse.ac.in, jyoti.prakash@mirandahouse.ac.in, kaminikumari.das@mirandahouse.ac.in, kanhaiyakumar.yadav@mirandahouse.ac.in, kendar.rana@mirandahouse.ac.in, madhu@mirandahouse.ac.in, mahesh.chand@mirandahouse.ac.in, manjari.srivastava@mirandahouse.ac.in, mohini@mirandahouse.ac.in, monika.tomar@mirandahouse.ac.in, neelam.thukral@mirandahouse.ac.in, neeru.handa@mirandahouse.ac.in, nirmala.saini@mirandahouse.ac.in, nisha.rani@mirandahouse.ac.in, paras.sharda@mirandahouse.ac.in, pawan.kumar@mirandahouse.ac.in, principal@mirandahouse.ac.in, radhika.chadha@mirandahouse.ac.in, rajesh.kumar@mirandahouse.ac.in, rashi.raman@mirandahouse.ac.in, rekha.kumari@mirandahouse.ac.in, rinki@mirandahouse.ac.in, rohit.rai@mirandahouse.ac.in, sandeep.anand@mirandahouse.ac.in, sanju@mirandahouse.ac.in, shelly.jeena@mirandahouse.ac.in, sneh.jha@mirandahouse.ac.in, snigdha.singh@mirandahouse.ac.in, sonam.singh@mirandahouse.ac.in, soumya.dhal@mirandahouse.ac.in, sudeep.kumar@mirandahouse.ac.in, sudhir.aggarwal@mirandahouse.ac.in, sumana.devi@mirandahouse.ac.in, sunila.sharma@mirandahouse.ac.in, sushmita.banerjee@mirandahouse.ac.in, vandana.verma@mirandahouse.ac.in, vijay.kumar@mirandahouse.ac.in, vineeta@mirandahouse.ac.in, zarina.banoo@mirandahouse.ac.in",https://www.mirandahouse.ac.in
St. Stephen's College,"John Varghese, Renish Geevarghese Abraham, Sincy Joseph Phone, Very Rev, essor John Varghese, of St",fsradmissions@du.ac.in,https://www.ststephens.edu
Lady Shri Ram College for Women,,"ao@lsr.edu.in, lsrc@lsr.edu.in, principal@lsr.du.ac.in",https://www.lsr.edu.in
Kirori Mal College,"APJ Abdul Kalam National, Akhilesh Bharti Mobile No, Beena Jain beenajain, Bhawna Pandey, Bhawna Pandey Principal Read, DIPAK MAITI Dr, Dinesh Khattar, Dinesh Khattar Principal, Dipak Maiti dipakmaiti, Gauri Garg, Gauri Garg Dhingra gaurigargdhingra, Haretee Lal Meena, Karuna Shree shreekarunag, Kiran Arora ticchemistry, Krishna Kamal Halder, MANJU SARKAR Dr, Mamta Sareen mamtasareen, Pradyumna Kumar Sethy Time, Pratibha Kumar pratibhakumar, Rakesh Kumar Pandey Standing, Rakesh Kumar Pandey rkpandey, Ram Babu, Ram Bihari Gold Medal, Ram Sunil Kumar, Renu Kathpalia renukathpalia, Roopinder Oberoi roopinderoberoi, Sagarika Datta sagarika, Sanjay Verma sanmani, Shipra Choudhuri, Shrawan Kumar shrawan, Siddharth Lahon Sports Council, Siddhartha Lahon Mobile No, Subhash Kumar Singh subhash, Sumit Kumar Sharma Mobile, Sunil Kumar Dhiman, Sunil Kumar Singh Mobile, TARUN RAJPAL, TARUN RAJPAL RESEARCHER, Vandana Sarin Walia Work, after principal has helped, essal Facility, ile of Prof","akhileshbhu86@kmc.du.ac.in, chem.sunil@kmc.du.ac.in, kkhalder@kmc.du.ac.in, psethy@kmc.du.ac.in, rawalishpal@kmc.du.ac.in, rbabu@kmc.du.ac.in, rkpandey@kmc.du.ac.in, s.lahon@kmc.du.ac.in, sksharma@kmc.du.ac.in",https://www.kmc.ac.in
Hindu College,"Anuradha Sharma Associate professor, Reena Jain, Vijay Laxmi Khattar Associate, ess Tel, ess list of the, essor Botany, essor Botany Gulabi Bagh, suman kumra Associate professor",,https://www.hinducollege.ac.in
Hansraj College,"Anand Sonkar Associate Professor, Apoorva Gupta Assistant Professor, Archana Singh Associate Professor, Avnish Kumar, Bal Krishan, Baljeet Kaur, Beauty Das Associate Professor, Dinesh Kr, Divya Pandey, Farhat Jahan Assistant Professor, Ishwar singh Associate Professor, Kaveri Chakrabarty Associate Professor, Lokesh Chandra Mishra, Lokesh Chandra Mishra Associate, Manisha Verma Associate Professor, Manjit Singh Saggi, Manjit Singh Saggi Associate, Maya Verma, Meghna Malhotra Associate Professor, Monika Koul Professor Botany, Pooja Arora Assistant, Poonam Rani Assistant Professor, Preeti Dharmarha, Preetinder Kaur Associate Professor, Rajesh Kumar Sharma, Ram Chand Garg, Reetika Jain Associate Professor, Romila Rawat Bisht, Romila Rawat Bisht Associate, Santoshi Bhawani Mishra, Satyakam Guha, Sonal Sharma Associate Professor, Sudhida Gautam Assistant Professor, Surendra Kumar, Vandana Km, Vijay Rani Rajpal, Vijay Rani Rajpal Professor, Yogender Dayma, essing grievances related to, essor Aug, essor Botany, essor Commerce, essor Zoology, essor Zoology galjkt egkfo, ile Teaching Experience","baljeetkaur@hrc.du.ac.in, editor.jef@hrc.du.ac.in, grievance@hrc.du.ac.in, surendra@hrc.du.ac.in, viceprincipal@hrc.du.ac.in, wardquota@hrc.du.ac.in",https://www.hansrajcollege.ac.in
Ramjas College,,principal@ramjas.du.ac.in,https://www.ramjascollege.edu.in
Indraprastha College for Women,"Alok Kumar Pandey Sports, Anita Elizabeth Cherian anita, Archana Singhal, Babli Moitra Saraf, Mita Bose Dr, Mita Bose Room No, Mita Bose mitabose, Nitoo Das Dr, Nitoo Das Women, Poonam Kumria, Pragati Mohapatra, Rekha Sethi Ms, Rekha Upreti Dr, Vinita Sinha, amatics Society, and Appellate Authority, aprastha Girls Hostel, aprastha Institute of Information, ate of Students, ate of Students Welfare, iyal HOSTEL ADMINISTRATION WARDENS, vermamahe sh","dsw@ipu.ac.in, ili@ili.ac.in, vc@gehu.ac.in, vc@igu.ac.in, vc@ipu.ac.in",https://ipcollege.ac.in
Gargi College,"Amit Sehgal, Animesh Mohapatra, Anita Bhatt, Anjali Bansal, Anju Gupta, Aparajita Mohanty, Jyoti Trehan Sharma, Kamlesh Malhotra Associate Professor, Nalin Kumar, Neera Pant Professor neera, Pavitra Bhardwaj, Poonam Phogat Associate Professor, Poonam Sharma, Preeti Pant Professor preeti, Puja Gupta, Renu Arora, Roshni Rajamohan Mathur, Sangeeta Bhatia Professor of, Sanjay Tandon, Seema Gupta, Shweta Chaudhary Assistant Professor, Shyamolima Ghosh Choudhury Assistant, Uma Shanker Singh, Vandana Tarneja Associate Professor, Veena Sharma, Veena Tucker Associate Professor, essor sabeen, essor shyamolima, essor soni, essor vibhuti, review the applications received","b.vaijayanthi@gargi.du.ac.in, drcobe2021@dr.du.ac.in, exam@jdm.du.ac.in, examination@cvs.du.ac.in, examination@ip.du.ac.in, faculty.grievance@gargi.du.ac.in, gargiscreening.his@gargi.du.ac.in, neera.pant@gargi.du.ac.in, nodalofficer_obe_2020@igipess.du.ac.in, nodalofficerexams@db.du.ac.in, obe.dec2020@hrc.du.ac.in, obe.december2020@ihe.du.ac.in, obe@dcac.du.ac.in, obe@ddu.du.ac.in, obe@jmc.ac.in, obemarch21@bramb.du.ac.in, poonam.phogat@gargi.du.ac.in, poonam.sharma@gargi.du.ac.in, preeti.pant@gargi.du.ac.in, principal.hindu@du.ac.in, principal2@hinducollege.ac.in, principal@satyawatie.du.ac.in, principaloffice@srcc.du.ac.in, sabeen.h.rizvi@gargi.du.ac.in, sangeeta.bhatia@gargi.du.ac.in, shweta.chaudhary@gargi.du.ac.in, shyamolima.ghosh.choudhury@gargi.du.ac.in, soni.jaiswal@gargi.du.ac.in, student.welfare@gargi.du.ac.in, umashanker.history@dsc.du.ac.in, veena.sharma@gargi.du.ac.in, vibhuti.mehta@gargi.du.ac.in",https://gargicollege.in
Jesus and Mary College,"Alka Sehgal, Anju Lutra, Ann Susan Aleyas, Daisy Sales, Disha Narula, Gurmeet Bakshi, Maple Bear, Navedita Ghosh, RFID in Library, Rashmi Thukral, Richa Raj, Sandra Joseph, Sanjyot Apte Vice Principal, Shruti Tohan, Shweta Paradkar, Shyma Jose, Sona Andrew, Sugandha Sehgal, at Miran Productions, of Art Alive Gallery, with Indusion Consulting Services","220415@jmc.du.ac.in, 230395@jmc.du.ac.in, _jacob@jmc.du.ac.in, _jose@jmc.du.ac.in, aaleyas@jmc.du.ac.in, admissions@jmc.ac.in, convenor.studentcouncil@jmc.ac.in, csarin@jmc.du.ac.in, gbakshi@jmc.du.ac.in, jmcreview@jmc.du.ac.in, rraphael@jmc.du.ac.in",https://jesusandmarycollege.ac.in
Dyal Singh College,"Alka Gupta, Amit Kant Awasathi, Amit Kant Awasthi pio, Amita Malik, Arvind Kumar, Bhawna Pandey, Bhawna Pandey Principal Read, Brij Bihari Singh, Daljeet Singh, Dinesh Panwar, Manoj Kumar, Navina Mehan, Navneet Manav, Navneet Manav navneetmanav, Neeraja Sood Prof, Nikhil Jain, Ram Baksh, Rattandeep Kaur rattandeepkaur, Ravinder Singh, Shalini Aggarwal, Shalini Aggarwal Shalini, Uma Shanker Singh, Varun Naik Dr, Vinod Kumar, aprastha to Central Vista, essal Facility, essal of","alkagupta@dsc.du.ac.in, amitkawasthi.evs@dsc.du.ac.in, arvindksoni@dsc.du.ac.in, deepak2@dsc.du.ac.in, dsciqac16@dsc.du.ac.in, dsckarnal@ac.in, navneetmanav@dsc.du.ac.in, pio@dsc.du.ac.in, principal@dsc.du.ac.in, rameshks.ao@dsc.du.ac.in, rattandeepkaur.punjabi@dsc.du.ac.in, sanjayksharma@dsc.du.ac.in, shalini.aggarwal@dsc.du.ac.in, virendersingh@dsc.du.ac.in",https://www.dsc.du.ac.in
Daulat Ram College,"Darshan Convener, Darshan Dr, Gira Singh girasingh, Gurmeet Kaur, Jyoti Sharma jyotisharma, Jyotsna Singh, Kavita Sharma, Manisha Jaiswal, Manisha Meena, Manoj Trivedi, Meetu Khosla, Nitesh Rai, Onkar Mangla onkarmangla, POOJA JAIN BURSAR DAULAT, Padamshree Mudgal, Padmshree Mudgal, Preeti Malhotra, Rajesh Prasad, Rajni Sahni, Rekha Kathal, SARITA NANDA VICE PRINCIPAL, SAVITA ROY PRINCIPAL DAULAT, Sanjeeta sanjeeta, Sarita Nanda, Savita Roy, Savita Roy Principal, Shyama Rath, Shyamalima Borgohain, Sunita Gupta Co, Suranjita Ray, Surjit Kumar, Vandana Tripathi vandanatripathi, Vidhi Chaudhary, ess Lorem ipsum dolor, ess to all students, essal Cell will keep, essional skills to the","darshan@dr.du.ac.in, girasingh@dr.du.ac.in, grievanceredressal@dr.du.ac.in, jyotisharma1@dr.du.ac.in, jyotsnasingh@dr.du.ac.in, manishameena@dr.du.ac.in, manojtrivedi@dr.du.ac.in, nitesh@dr.du.ac.in, onkarmangla@dr.du.ac.in, rajesh@dr.du.ac.in, rrajeshwari@dr.du.ac.in, sanjeeta@dr.du.ac.in, shyamalima@dr.du.ac.in, surjit@dr.du.ac.in, vandanatripathi@dr.du.ac.in",https://www.dr.du.ac.in
Sri Venkateswara College,"Vajala Ravi, ess Pennalur Village, ess Sri Venkateswara Educational, essor and Head, iles of the students, ive and tap into","acm@svce.ac.in, admissionenquiry@svce.ac.in, alisa@svc.ac.in, anshul@svc.ac.in, deansw@svce.ac.in, dharmendra@svc.ac.in, globalconnect@svce.ac.in, jpm@svc.ac.in, kashish@svc.ac.in, manoj@svc.ac.in, mlnmurty@svc.ac.in, mohit@svc.ac.in, narendra@svc.ac.in, nide323@svc.ac.in, numadevi@svc.ac.in, pbhati@svc.ac.in, pjha@svc.ac.in, placement@svc.ac.in, principal@svc.ac.in, principal@svce.ac.in, psharda@svc.ac.in, rgoel@svc.ac.in, romatiwari@svc.ac.in, sanjeev@svc.ac.in, soadmin@svc.ac.in, sudesh@svc.ac.in, vikasmotla@svc.ac.in",https://www.svc.ac.in
Atma Ram Sanatan Dharma College,"Abid Hussain, Aneet Wadhwa, Anil Kumar, Appellate Authority, Arvind Kumar Mishra, Baljeet Kaur, Gyantosh Kumar Jha, Jyothsnaphanija Bolla, Neena Paul, Nimalini Moirangthem, Om Prakash Yadav, Preeti Chaudhary, Prerana Sinha, Priyanka Kulhari, Rajiv Chopra Principal DCAC, Ram Ratan Prasad, Ram Swaroop Maharia, Rashmi Bahl, Renu Bahuguna, Rosy Sinha, Rubi Devi, SK Chugh, Sahil Khanna, Santosh Kumar, Shikha Gupta Jain, Siva Chander, Sunil Ashra Associate Professor, Surendra Singh, Vikas Kumar, Vinita Tuli, ess Atma Ram Sanatan","admin@aryabhattacollege.ac.in, principal@andc.du.ac.in, principal@arsd.du.ac.in, principal@aurobindo.du.ac.in, principal@db.du.ac.in, principal@ihe.du.ac.in, principal@jdm.du.ac.in, principal@mirandahouse.ac.in, principal@rajdhani.du.ac.in, principal@satyawati.du.ac.in, rkbhagat@arsd.du.ac.in, soadmin@arsd.du.ac.in",https://www.arsd.ac.in
Motilal Nehru College,"Amarjeet Environment Science amarjeetrathee, Amit Nandan amitnandan, Brahma Dutt, Deepti Singh Commerce deeptisingh, Hema Dahiya, Kavita Kakkar, Khole Timothy Poumai, Manish Kumar manishkumar, Monika Gulati monikagulati, Monika Gupta, Munish Tamang, Parvir Kumar, Sandeep Kumar Garg, Sandeep Kumar sandeepchem, Sanjay Kumar Sharma, Shobhita Singhal shobhita, Surender Rohilla English surender, Vandana Saxena, Vinamrata Akash vinamrata, Yogeshwar Sharma, Yogeshwar Sharma Phone, essor Dhananjay Kumar Dubey, essor Krishan Kumar, essor Rekha Kashyap Chemistry, essor Swati Agrawal, essor Yogeshwar Sharma, essor Yogeshwar Sharma Phone","amarjeetrathee@mln.du.ac.in, amitnandan@mln.du.ac.in, brahmadutta@mln.du.ac.in, deepika12@mln.du.ac.in, deeptisingh@mln.du.ac.in, divyagupta@mln.du.ac.in, feedback@mln.du.ac.in, krishankumar@mln.du.ac.in, manishkumar@mln.du.ac.in, monikagulati@mln.du.ac.in, monikagupta@mln.du.ac.in, nidhiaggarwal@mln.du.ac.in, nita@mln.du.ac.in, priyasingh@mln.du.ac.in, rekhakshyap@mln.du.ac.in, sakshisingh@mln.du.ac.in, sandeepchem@mln.du.ac.in, shobhita@mln.du.ac.in, sumitsingh@mln.du.ac.in, surender@mln.du.ac.in, swatiagrawal@mln.du.ac.in, vinamrata@mln.du.ac.in",https://www.mlncollege.ac.in
Shyam Lal College,"Arvind Panagariya, Ashu Gupta, Kusha Tiwari, Rabi Narayan Kar, Ruchika Ramakrishnan","akjain@shyamlal.du.ac.in, jchauhan@shyamlal.du.ac.in, ktiwari@shyamlal.du.ac.in, mk121@shyamlal.du.ac.in, principal@shyamlal.du.ac.in, slcm@shyamlal.du.ac.in, tshankar@shyamlal.du.ac.in",https://www.shyamlal.du.ac.in
Janki Devi Memorial College,"Debahuti Brahmchari, Nivedita Sharma, SWATI PAL Brief Bio, Sudnya Kulkarni Members of, Swati Pal Principal, Swati Pal Principal Swati, at Janki Devi Memorial, ess Sir Ganga Ram, ess for, ess for Correspondence Principal, essor and Principal, essor and Principal Category","jdmncweb@jdm.du.ac.in, principal@jdm.du.ac.in",https://www.jdmcollege.ac.in
Maitreyi College,"Adesh Rani Botany Associate, Anamika Singh Botany Assistant, Atika Chandra Botany Associate, Geetan Manchanda, Gita Batra Narula, Haritma Chopra, Jyoti Singh, Padma Saxena Chemistry Associate, Pardeep Rai, Pardeep Rai Librarian, Pinkey Bajaj Gandhi Chemistry, Pooja Baweja Botany Associate, Poonam Juneja, Prachi Bagla, Pramod Kumar Singh, Rama Sisodia Botany Associate, Sandeepa Singh Botany Assistant, Sandhya Gupta, Sandhya Gupta Chemistry Associate, Shikha Badhani, Sushil Kumari, Veena Ghuriani, essal Residences Skill Centre, essional Assistant, essional Assistant Email",,https://www.maitreyi.ac.in
Maharaja Agrasen College,"Abha Sharma, Alok Puranik, Gitanjali Chawla, Neelem Garg, Raj Hans Kumar, Sanjeev Kumar Tiwari, ess is being protected, essionals and Philanthropists with, ile of Staff, ug de","admission@mau.ac.in, director@mamc.edu.in, info@mau.ac.in, principal@mac.du.ac.in",https://www.mac.du.ac.in
Acharya Narendra Dev College,"Abhishek Sharma, Amit Garg, Amit Garg amitgarg, Amit Sehgal, Aneet Wadhwa, Anita Narang anitanarang, Anjali Bansal, Anju Agrawal anjuagrawal, Anupama Rastogi anupama, Anupama Shukla anupamashukla, Archana Panday archanapandey, Arijit Chowdhuri arijitchowdhuri, Chaman Singh chamansingh, Chandra Kanta Samal chandrakantsamal, Charu Khosla Gupta charukhoslagupta, Gagan Dhawan, Jyoti Trehan Sharma, Mamta Sahrawat, Nalin Kumar, Neelgagan Singh neelgagansingh, Neera Mehra, Pavitra Bhardwaj, Radha Mohan, Ravi Toteja, Renu Arora, SK Chugh, Sarita Agarwal saritaagarwal, Satendra Singh satendrasingh, Savithri Singh, Seema Rani, Shrankhla shrankhla, Sujata Jha, Sunita Hooda sunitahooda, Sunita Jetly sunitajetly, Sunita Narang sunitanarang, Surinder Kaur surinderkaur, Surinder kaur, Udaibir Singh udaibirsingh, Urmi Bajpai urmibajpai, Vandana Sharma, Vatsla kohli vatslakohli, Vibha Gaur vibhagaur, Vikas Kumar, Vikrant Kumar vikrantkumar, Vinayneet Kaur, Vishal Dhingra vishaldhingra, Yasheshwar yasheshwar, Yojna Kalia, ess Telephone Email Address, the Institution","abhaypratapsingh@andc.du.ac.in, admin@aryabhattacollege.ac.in, amitgarg@andc.du.ac.in, anitanarang@andc.du.ac.in, anjuagrawal@andc.du.ac.in, anupama@andc.du.ac.in, anupamashukla@andc.du.ac.in, anuradhasarin@andc.du.ac.in, ao@andc.du.ac.in, archanapandey@andc.du.ac.in, arijitchowdhuri@andc.du.ac.in, bhumikachauhan@andc.du.ac.in, bursar@andc.du.ac.in, chamansingh@andc.du.ac.in, chandrakantsamal@andc.du.ac.in, charukhoslagupta@andc.du.ac.in, exam@jdm.du.ac.in, examination@ip.du.ac.in, gagandhawan@andc.du.ac.in, mbhushan@knc.du.ac.in, neelgagansingh@andc.du.ac.in, neeramehra@ss.du.ac.in, nodalofficer_obe_2020@igipess.du.ac.in, nodalofficerobe@svc.ac.in, obe.dec2020@hrc.du.ac.in, obe.december2020@ihe.du.ac.in, obe@aryabhattacollege.ac.in, obe@jmc.ac.in, obedec20@sgndkc.du.ac.in, obeexam@arsd.du.ac.in, obtexaminations2020@bharati.du.ac.in, principal.hindu@du.ac.in, principal2@hinducollege.ac.in, principal@andc.du.ac.in, principal@aurobindo.du.ac.in, principal@bcas.du.ac.in, principal@db.du.ac.in, principal@ihe.du.ac.in, principal@jdm.du.ac.in, principal@mirandahouse.ac.in, principal@rajdhani.du.ac.in, principal@svc.ac.in, saritaagarwal@andc.du.ac.in, satendrasingh@andc.du.ac.in, seemarani@aditi.du.ac.in, shrankhla@andc.du.ac.in, soaccounts@andc.du.ac.in, spaprincipal@andc.du.ac.in, subhashkumar@andc.du.ac.in, sunitahooda@andc.du.ac.in, sunitajetly@andc.du.ac.in, sunitanarang@andc.du.ac.in, surinderkaur@andc.du.ac.in, udaibirsingh@andc.du.ac.in, ugexam@sggscc.ac.in, urmibajpai@andc.du.ac.in, vatslakohli@andc.du.ac.in, vibhagaur@andc.du.ac.in, viceprincipal@andc.du.ac.in, vikrantkumar@andc.du.ac.in, vineetgirdharwal@andc.du.ac.in, vishaldhingra@andc.du.ac.in, vivac2008@vivekanand.du.ac.in, vncobe2021@vivekanand.du.ac.in, wafa@zh.du.ac.in, yasheshwar@andc.du.ac.in",https://www.andc.ac.in
Shaheed Bhagat Singh College,"Anil Sardana, Anil Sardana Principal, Arun Kumar Attree, Arun Kumar Attree Principal, Arun Kumar Attree is, Ayushman Email, Charu Chopra, Gourav Nain, Pragya Nayyar, Ranjana Thakur, Sarvchetan Katoch, Sugandha Saxena, Suneel Kumar Kashyap Nodal, Telephone Number, Varinder Kumar Convener, eam of becoming, essors and the vibrant",,https://www.sbsc.ac.in
Keshav Mahavidyalaya,"Ajay Bapusaheb, Anil Sain, Anjali Thukral, Anjalika Solanki, Anju Arora Dr, Ashish Bansal, Ashutosh Singh, Deepak Srivastava, Dhanpal Singh, Keshav Mahavidyalaya, Kiran Yadav Prof, Madhu Pruthi, Madhu Pruthi View Post, Manjari Singh, Mona Ranga Ms, Mukesk Kr, Pardeep Kumar, Pardeep Kumar Dr, Prama Vishnoi Ms, Preeti Wanti, Rakesh Kumar, Richa Sharma Dr, Richie Aggarwal Ms, Sandeep Vodwal, Santosh Kr, Tariq Azizy, Vandana Arora, essor and in the, essor with, essors Srivastava, in the Academic Pay, the incumbent shall join","admission.helpdesk@keshav.du.ac.in, admissions@keshav.du.ac.in, grievance.admissions@keshav.du.ac.in, library@keshav.du.ac.in, principal@keshav.du.ac.in, rec.principal@keshav.du.ac.in, viceprincipal@keshav.du.ac.in",https://www.keshav.du.ac.in
Sri Aurobindo College,"Ajit Kumar, Ananya Ghosh Dastidar, Anil Kumar Mavi, Anil Kumar Mavi Assistant, Arun Chaudhary, Arun Chaudhary Principal, Batti Lal Bairwa, Kapil Garg Designation, Meenakshi Gupta, Meenakshi Gupta Associate Professor, Meenakshi Thakur, Mini Gill Teachers, Neetu Diwedi, Poornima Mittal, Poornima Mittal Electronics and, Pramod Kumar Dwivedi, Preeti Rajpal Singh, Priyanka Meena Designation, Rashmi Mathur, Ruchika Ramakrishnan, Sameer Aanand, Sanjay Kumar Goyal, Vandana Munjal Designation, Vijay Lakshmi Designation, Vikas Kumar Joshiya Teachers, Vipin Kumar Aggarwal, Vipin Kumar Aggarwal Officiating, essor Qualification, ile Dr, ile Mr, ile Ms","_comm@aurobindo.du.ac.in, _office@aurobindo.du.ac.in, admin@aryabhattacollege.ac.in, no.obe@srcc.du.ac.in, obe_students@spm.du.ac.in, obemarch2021@sscbsdu.ac.in, obexam@aurobindo.du.ac.in, principal@andc.du.ac.in, principal@aurobindo.du.ac.in, principal@db.du.ac.in, principal@rajdhani.du.ac.in, slcobe2020@shyamlal.du.ac.in",https://www.aurobindo.du.ac.in
Bhim Rao Ambedkar College,"Anish Gupta, Anula Maurya, Arvind Kumar Yadav, Atul Pratap Singh, Bhim Rao Ambedkar an, Bhim Rao Ambedkar with, Bishnu Mohan Dash, Deepali Jain, Indiwar mishra, Jitender Nagar, Kranti Deep Verma, Meenu Anand, Monica Ahlawat, Narender Thakur, Navin Kumar, Poonam Mittal, Rajbala Gauttam, Rakesh Shahani, Ravi Shankar Ravi, Ravindra Singh, Rohit Kumar Shrivastav, Sada Nand Prasad, Sheo Raj Singh, Sibabrata Das, Sujit Kumar and Prof, Tanmay Panda and Surjit, essal Virtual tour Online","_dbrau@dbrau.ac.in, admissionconvenor@bramb.du.ac.in, admissionhelpdesk@bramb.du.ac.in, agrc-sc-st-obc-ews-pwd@bramb.du.ac.in, agrc@bramb.du.ac.in, info@drbrambedkarcollege.ac.in, registrar.dbrau@dbrau.ac.in, vc@dbrau.ac.in",https://www.brac.ac.in
